Respondent_ID,wgt,Q1#,TotalSchoolRoll,Stu_comp,Q1#A_verb,X1#,Q2#A,Q2#B,Q2#C,Q2#D,Q2a#A,Q2a#B,Q2a#C,Q2a#D,Q2a#E,Q2a#F,Q2a#G,Q2a#H,Q2a#I,Q2a#J,Q2a#K,Q2a#L,Q2b#A,Q2b#B,Q2b#C,Q2b#D,Q2b#E,Q3#A,Q4#A,Q4#B,Q4#C,Q4#D,Q4#E,Q4#F,Q4#CR,Q4#CS,Q4#CU,Q4#CR_verb,Q5#A,Q6#,Q6#CR_verb,Q7#AA,Q7#AB,Q7#AC,Q7#AD,Q7#AE,Q7#AF,Q7#AG,Q7#BA,Q7#BB,Q7#BC,Q7#BD,Q7#BE,Q7#BF,Q7#BG,Q8a#A,Q8a#B,Q8a#C,Q8b#A,Q8b#B,Q8b#C,Q8c#A,Q8c#B,Q8c#C,Q9#A,Q9#B,Q9#C,Q9#D,Q9#E,Q9#CR,Q9#CS,Q9#CT,Q9#CU,Q9#CR_verb,Q11#A,Q11#B,Q11#C,Q11#D,Q11#CR,Q11#CT,Q11#CU,Q11#CR_verb,Q15#A,Q15#B,Q15#C,Q15#ACR_verb,Q15#BCR_verb,Q15#CCR_verb,Q16#A,Q16#B,Q16#C,Q16#D,Q16#E,Q16#F,Q16#G,Q16#H,Q17#A,Q17#B,Q17#C,Q17#D,Q17#E,Q17#F,Q17#G,Q17#CR,Q17#CS,Q17#CT,Q17#CU,Q17#CR_verb,Q17#B_verb,Q17#C_verb,Q18a#A,Q18a#B,Q18a#C,Q18a#D,Q18a#CS,Q18a#CU,Q18b#,Q18c#,Q18d#,Q19#,Q20#A,Q20#B,Q20#C,Q20#D,Q20#E,Q20#CR,Q20#CS,Q20#CU,Q20#CR_verb,Q21#A,Q21#B,Q21#C,Q21#D,Q21#E,Q21#CR,Q21#CT,Q21#CU,Q21#CR_verb,Q22#A,Q22#B,Q22#C,Q22#D,Q22#E,Q22#F,Q22#G,Q22#H,Q22#I,Q22#J,Q22Text#_verb,Q22Text1#_verb,Q22Text2#_verb,Q22Text3#_verb,Q23#A,Q23#B,Q23#C,Q23#D,Q23#E,Q23#F,Q23#G,Q23#H,Q23#I,Q23#J,Q23#K,Q23#L,Q23#M,Q23#N,Q23Text#_verb,Q24#A,Q24#B,Q24#C,Q24#CT,Q24#CU,Q25#A,Q25#B,Q25#C,Q25#D,Q25#E,Q25#F,Q25#CR,Q25#CS,Q25#CT,Q25#CU,Q25#CR_verb,Q26#A,Q26#B,Q26#C,Q26#D,Q26#E,Q26#F,Q26#G,Q26#H,Q26#CR,Q26#CS,Q26#CT,Q26#CU,Q26#CR_verb,Q27#,Q28#A,Q28#B,Q28#CS,Q28#CT,Q28#CU,Q29#A,Q29#B,Q29#C,Q29#D,Q29#E,Q29#F,Q29#G,Q29#H,Q29#I,Q29#J,Q29#K,Q30#A,Q30#B,Q30#C,Q30#D,Q30#E,Q30#F,Q30#G,Q30#H,SchoolType,Definition,UrbanArea,Authority,GenderofStudents,TerritorialAuthoritywithAucklandLocalBoard,RegionalCouncil,MinistryofEducationLocalOffice,EducationRegion,GeneralElectorate,MaoriElectorate,CensusAreaUnit,Ward,EuropeanPakeha,Maori,Pasifika,Asian,MELAA,Other,InternationalStudents,Decile,DecileCollapsed,TypeOfSchool
ICTJ11876,1.159084093,1,22,0.379310345,58,58,4,2,4,1,2,2,2,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,1,0,0,0,0,0,0,0,0, ,6,96,Email address held by school.,1,1,1,0,0,0,0,0,0,0,0,1,0,0,2,2,95,95,95,95,95,95,95,0,0,0,0,0,0,1,0,0, ,1,0,1,1,0,0,0, ,8,9,13, , , ,1,98,98,98,98,1,1,1,0,0,1,0,1,0,0,0,0,0,0, , ,Disability Resource Centre.,0,0,0,0,1,0,2,2,4,2,0,0,1,1,1,1,0,0,Financial support.,1,0,0,0,0,0,0,0, ,3,1,3,1,1,98,3,3,98,98, , , , ,98,98,98,98,1,1,1,1,1,4,2,2,2,1, ,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0, ,0,0,0,0,0,1,0,0,0,0,0,0,etap.,97,0,0,1,0,0,4,4,4,4,4,4,4,4,4,4,4,1,98,1,98,98,98,98,98,Full Primary,Not Applicable,Bluff,State: Integrated,Co-Educational,Invercargill City,Southland Region,Invercargill,Southern,Invercargill,Te Tai Tonga,Bluff,Area Outside Ward,7,15,0,0,0,0,0,3,1,1
ICTJ11884,0.652112808,1,586,5.327272727,110,110,3,4,4,99,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,2,2,5,1,0,0,0,0,0,0,0,0, ,6,2, ,0,0,1,0,0,0,0,0,0,0,0,0,0,1,95,95,95,2,3,98,3,4,98,1,0,0,0,1,0,0,0,0, ,1,1,0,0,0,0,0, ,10,13,1, , , ,1,3,1,2,2,1,1,1,1,0,0,0,1,0,0,0,0,0,0, , , ,1,1,0,1,0,0,1,2,4,2,1,0,1,1,1,0,0,0, ,1,1,1,0,0,0,0,0, ,99,2,3,97,97,1,2,2,2,99, , , , ,2,2,1,1,2,4,4,1,1,1,2,1,1,99, ,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1,0, ,2,0,0,1,0,0,3,3,3,4,3,1,4,3,2,3,4,1,3,2,1,3,4,3,1,Secondary (Year 7-15),Not Applicable,Christchurch,State: Integrated,Boys School,Christchurch City,Canterbury Region,Christchurch,Southern,Wigram,Te Tai Tonga,Sockburn,Riccarton-Wigram Ward,405,92,38,25,9,1,16,8,3,2
ICTJ11885,1.159084093,1,730,3.631840796,201,201,5,4,3,99,99,99,99,1,99,99,1,99,99,99,99,99,1,99,99,99,99,4,1,0,0,0,0,0,0,0,0, ,7,1, ,1,0,1,1,0,0,0,0,0,0,0,0,0,1,3,3,99,5,4,99,99,99,99,0,0,0,0,0,0,1,0,0, ,0,0,1,0,0,0,0, ,8,13,14, , , ,1,1,1,98,98,1,99,2,0,0,1,0,0,0,0,0,0,0,0, , ,Have used several recycling companies.,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0, ,0,1,0,0,1,0,0,0, ,3,3,3,97,2,99,2,97,2,99,99, , , ,1,1,1,1,99,4,99,99,99,99,99,99,99,99,99,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,1,0,0,0,"At this point RM, which is part of the network.",98,0,0,1,0,0,3,98,98,98,98,3,98,98,3,3,4,2,3,1,1,3,98,1,1,Full Primary,Not Applicable,Central Auckland Zone,State: Not integrated,Co-Educational,Auckland- Orakei,Auckland Region,Auckland South,Northern,Tamaki,Tamaki Makaurau,Kohimarama West,Orakei Ward,464,47,34,159,21,2,3,10,3,1
ICTJ11889,1.159084093,1,269,2.717171717,99,99,5,4,1,1,2,98,2,1,2,2,2,2,2,2,2,2, , , , , ,6,1,0,1,1,0,1,0,0,0, ,6,1, ,1,0,1,1,0,0,0,0,0,0,0,1,0,0,2,1,1,95,95,95,95,95,95,1,1,0,1,0,0,0,0,0, ,1,0,0,0,0,0,0, ,9,12,16, , , ,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0, ,We lease and return.,"Those that we have bought and no longer find useful, we sell at the school fundraiser.",0,0,0,0,1,0,3,2,4,2,1,1,0,0,0,0,0,0, ,0,0,0,1,0,0,0,0, ,1,1,1,3,3,97,3,1,3,97, , , , ,1,4,2,1,2,4,1,4,2,2,2,1,1,1, ,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0, ,0,0,0,1,0,0,0,0,0,0,0,0, ,98,0,0,1,0,0,4,4,4,4,4,3,3,3,3,3,4,3,4,2,4,4,4,1,2,Contributing,Not Applicable,Northern Auckland Zone,State: Not integrated,Co-Educational,Auckland- Devonport-Takapuna,Auckland Region,Auckland North,Northern,North Shore,Te Tai Tokerau,Stanley Bay,North Shore Ward,246,5,3,11,0,4,0,10,3,1
ICTJ11894,1.159084093,1,19,0.904761905,21,21,4,5,4,98,2,2,1,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,1,0,0,0,0,0,0,0,0, ,6,1, ,1,1,1,1,0,0,0,0,0,0,0,1,0,0,5,5,1,5,5,1,95,95,95,0,0,0,0,0,0,1,0,0, ,1,1,0,1,0,0,0, ,9,7,5, , , ,1,1,3,98,98,2,2,2,1,0,0,1,0,0,0,0,0,0,0, , , ,0,1,0,1,0,0,2,1,2,2,1,1,1,1,1,0,0,0, ,0,0,1,0,1,0,0,0, ,3,1,97,1,1,2,97,97,2,98, , , , ,1,1,2,4,1,1,4,4, ,1,4,4,2,98, ,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0, ,0,0,0,0,0,0,0,0,0,1,0,0, ,98,0,0,1,0,0,3,3,3,3,98,3,3,3,3,3,3,3,3,3,98,98,3,3,1,Full Primary,Not Applicable,Rural Centre,State: Not integrated,Co-Educational,Clutha District,Otago Region,Dunedin,Southern,Clutha-Southland,Te Tai Tonga,Stirling,Balclutha Ward,11,7,0,1,0,0,0,7,3,1
ICTJ11897,0.652112808,1,569,3.55625,160,160,4,5,3,1,2,2,2,2,2,1,1,2,2,2,2,2,1,2,1,2,2,6,1,0,0,0,0,0,0,0,0, ,5,1, ,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,5,5,2,1,0,0,0,0,0,0,0,0, ,0,0,0,0,1,0,0,Lease company.,1,6,13, , , ,1,1,1,98,98,1,1,1,0,0,0,1,0,0,0,0,0,0,0, , , ,0,1,0,0,0,0,2,1,3,2,0,1,0,1,0,0,0,0, ,0,0,1,0,0,0,0,0, ,3,2,97,1,97,2,3,98,98,98, , , , ,98,1,2,2,4,1,4,1,1,1,1,1,2,1, ,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0, ,0,0,0,1,0,0,0,0,0,0,0,0, ,98,0,0,1,0,0,3,3,3,3,3,3,3,3,3,3,3,3,98,98,1,98,98,3,1,Secondary (Year 9-15),Not Applicable,Stratford,State: Not integrated,Co-Educational,Stratford District,Taranaki Region,Whanganui,Central South,Taranaki-King Country,Te Tai Hauauru,Stratford East,Stratford Urban Ward,382,161,3,13,5,5,0,4,2,2
ICTJ11900,1.159084093,1,172,2.866666667,60,60,5,3,3,1,1,2,2,2,2,2,1,1,2,2,1,2,1,2,2,2,2,3,1,0,1,0,0,1,0,0,0, ,5,1, ,1,1,1,1,0,0,0,0,0,0,0,0,1,0,2,5,1,95,95,95,95,95,95,0,0,0,0,0,0,1,0,0, ,0,0,0,1,0,0,0, ,9,11,12, , , ,1,1,1,98,98,1,1,1,0,0,1,0,1,0,0,0,0,0,0, , ,South Waikato Achievement Centre.,1,1,0,1,0,0,1,1,1,2,0,1,0,0,0,0,0,0, ,0,1,1,0,1,0,0,0, ,3,3,3,1,1,3,3,3,2,97, , , , ,1,2,1,1,4,1,1,1,2,1,2,2,1,98, ,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0, ,0,1,0,0,0,0,0,0,0,0,0,0, ,98,1,1,0,0,0,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,1,1,Contributing,Not Applicable,Tokoroa,State: Not integrated,Co-Educational,South Waikato District,Waikato Region,Hamilton,Central North,Taupo,Te Tai Hauauru,Strathmore,Tokoroa Ward,9,116,47,0,0,0,0,1,1,1
ICTJ11903,1.159084093,1,434,2.893333333,150,150,3,3,5,2,1,1,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,4,1,0,0,0,0,0,0,0,0, ,6,1, ,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,3,98,3,3,98,95,95,95,0,0,0,0,0,0,1,0,0, ,0,1,0,0,0,0,0, ,3,5,1, , , ,1,1,98,98,98,98,98,98,0,0,1,0,1,0,0,1,0,0,0, , , ,1,0,0,0,0,0,1,1,4,2,0,1,0,0,1,0,0,0, ,1,0,0,0,0,0,0,0, ,2,2,3,1,2,3,1,1,3,97, , , , ,4,2,1,2,1,1,4,1,2,1,1,1,1,1, ,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0, ,0,0,0,0,1,0,0,0,0,0,0,0,Musac.,2,0,0,1,0,0,1,1,2,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,3,Full Primary,Not Applicable,Christchurch,State: Not integrated,Co-Educational,Christchurch City,Canterbury Region,Christchurch,Southern,Port Hills,Te Tai Tonga,Sumner,Hagley-Ferrymead Ward,393,23,3,10,1,4,0,10,3,1
ICTJ11905,1,1,71,0.30212766,24,235,5,6,4,2,98,98,98,98,98,1,1,1,1,98,98,98,1,1,1,98,98,5,1,0,0,0,0,0,0,0,0, ,6,2, ,1,1,1,1,0,0,0,0,0,0,0,1,0,0,2,2,1,2,2,1,2,2,1,1,0,0,0,0,0,0,0,0, ,1,1,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Special School,Sch. for Intellectual Impairments,Central Auckland Zone,State: Not integrated,Co-Educational,Auckland- Puketapapa,Auckland Region,Auckland South,Northern,Mt Roskill,Tamaki Makaurau,Three Kings,Albert-Eden-Roskill Ward,19,6,17,28,0,1,0,5,2,4
ICTJ11906,1.159084093,1,502,2.642105263,190,190,3,5,4,1,2,2,2,1,2,1,1,2,2,2,2,2,1,2,2,2,2,6,1,0,1,1,0,0,0,0,0, ,6,1, ,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,5,5,1,1,0,0,0,0,0,0,0,0, ,0,0,0,0,1,0,0,Usually through our technical support company.,17,8,6,"Pedagogy - how does the device support the learning. For example, would choose a bigger screen size to support collaborative learning.", , ,2,2,1,98,98,1,1,1,0,0,1,0,0,0,0,0,0,0,0, , ,Don't use a specific company as such - Council.,1,1,0,1,0,0,3,1,1,1,1,1,0,0,1,1,0,0,We need a better wireless system.,0,0,1,0,0,0,0,0, ,97,3,3,1,1,97,3,3,3,97, , , , ,2,1,1,1,1,4,1,1,1,1,1,1,1,1, ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0, ,0,0,0,0,0,0,0,0,0,1,0,0, ,98,0,1,0,0,0,3,3,1,3,3,1,3,3,3,3,3,1,98,1,1,3,3,1,1,Full Primary,Not Applicable,Southern Auckland Zone,State: Not integrated,Co-Educational,Auckland- Howick,Auckland Region,Auckland South,Northern,Pakuranga,Tamaki Makaurau,Sunnyhills,Howick Ward,287,20,6,185,4,0,0,10,3,1
ICTJ11922,0.652112808,1,1012,1.591194969,636,636,5,4,3,99,1,99,99,99,99,99,1,99,99,99,99,99,1,1,1,99,99,6,1,0,1,1,1,1,0,0,0, ,6,2, ,1,1,1,0,0,0,0,0,0,0,0,0,0,1,95,95,95,5,5,1,5,5,4,1,1,1,1,0,0,0,0,0, ,0,1,0,0,0,0,0, ,5,8,14, , , ,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,Leased machines go back., , ,1,1,0,1,0,0,1,1,1,2,1,1,1,0,0,0,0,0, ,0,1,1,0,0,0,0,0, ,1,3,3,1,97,1,3,3,2,99,99, , , ,1,2,2,1,4,1,1,1,2,1,1,2,1,99,99,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0, ,0,0,0,1,0,0,0,0,0,0,0,0, ,98,0,0,1,0,0,2,3,3,3,3,3,3,3,3,1,3,1,3,1,1,3,2,2,1,Secondary (Year 7-15),Not Applicable,Dunedin,State: Not integrated,Co-Educational,Dunedin City,Otago Region,Dunedin,Southern,Dunedin South,Te Tai Tonga,Mosgiel South,Mosgiel-Taieri Ward,869,76,14,23,6,3,21,6,2,2
ICTJ11925,1.159084093,1,265,7.162162162,37,37,2,5,4,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,5,1,0,0,0,0,0,0,0,0, ,6,1, ,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0, ,1,1,0,0,0,0,0, ,7,9,2, , , ,98,98,98,98,98,98,98,98,0,1,0,0,0,0,0,0,0,0,0, ,Tela Leasing., ,0,0,0,0,1,0,3,2,3,2,1,1,0,0,0,0,0,0, ,1,1,1,0,0,0,0,0, ,97,1,1,2,2,97,97,98,97,97, , , , ,1,1,2,2,1,1,2,2,1,1,1,1,1, , ,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0, ,0,0,0,0,0,0,0,0,0,1,0,0, ,97,0,0,1,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Contributing,Not Applicable,Dunedin,State: Not integrated,Co-Educational,Dunedin City,Otago Region,Dunedin,Southern,Dunedin South,Te Tai Tonga,Musselburgh,South Dunedin Ward,197,52,5,9,0,2,0,8,3,1
ICTJ11943,1.159084093,1,47,3.133333333,15,15,4,4,4,1, , , , , , ,1, , , , , , ,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Full Primary,Not Applicable,Christchurch,State: Integrated,Co-Educational,Christchurch City,Canterbury Region,Christchurch,Southern,Port Hills,Te Tai Tonga,Ferrymead,Hagley-Ferrymead Ward,39,3,1,4,0,0,0,4,2,1
ICTJ11953,1.159084093,1,112,1.4,80,80,3,4,4,1,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,4,1,0,0,0,0,0,0,0,0, ,6,2, ,1,1,1,0,0,0,0,0,0,0,0,1,0,0,5,5,95,95,95,95,95,95,95,1,0,0,0,0,1,0,0,0,Ultranet - Learning Management System.,0,1,0,1,1,0,0,"Telecom Rentals, Equico.",9,8,1, , , ,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0, , , ,1,1,0,1,0,0,1,3,2,2,1,0,1,0,0,0,0,0, ,0,1,1,0,0,0,0,0, ,1,3,3,1,3,2,3,3,3,3, , , ,Banking.,3,4,1,1,1,1,4,1,2,1,1,4,2, , ,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0, ,0,0,0,1,0,0,0,0,0,0,0,0, ,98,0,1,0,0,0,3,3,98,3,98,3,3,3,3,3,3,3,98,1,98,98,98,4,1,Contributing,Not Applicable,Rural Centre,State: Not integrated,Co-Educational,Clutha District,Otago Region,Dunedin,Southern,Clutha-Southland,Te Tai Tonga,Tapanui,West Otago Ward,88,15,3,1,3,2,0,7,3,1
ICTJ11961,0.652112808,1,480,3.692307692,130,130,2,6,2,1,2,1,2,2,2,2,2,1,1,98,98,1,1,98,98,98,98,2,1,0,0,0,0,0,0,0,0, ,2,1, ,1,1,1,1,0,0,0,0,0,0,0,1,0,0,95,95,95,98,98,98,98,98,98,0,0,0,0,0,1,0,0,0,"They were previously, but it slowed the network down considerably - so we took away the public access.",0,0,1,0,0,0,0, ,9,8,13, , , ,1,2,98,98,98,1,98,98,1,0,0,1,0,0,0,0,0,0,0, , , ,0,1,0,0,0,0,3,2,98,2,1,1,0,1,0,0,0,0, ,0,0,1,1,0,0,0,0, ,98,98,98,1,1,3,98,98,2,97, , , , ,98,2,98,2,1,3,1,2,1,1,1,2,2,1, ,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,1,0,0,0,0,Google Apps.,98,0,0,1,0,0,3,3,3,3,3,3,4,3,3,3,3,3,98,1,1,98,3,3,1,Secondary (Year 7-15),Not Applicable,Kawerau,State: Not integrated,Co-Educational,Kawerau District,Bay of Plenty Region,Rotorua,Central North,Rotorua,Waiariki,Kawerau,Area Outside Ward,63,413,2,2,0,0,0,1,1,2
ICTJ11964,1.159084093,1,43,2.15,20,20,5,4,1,1,2,2,2,2,2,1,1,2,2,2,2,2, , , , , ,3,1,0,1,1,0,0,0,0,0, ,3,1, ,0,0,0,0,1,0,0,0,0,0,0,1,0,0,98,98,98,98,98,98,98,98,98,0,0,0,0,0,0,1,0,0, ,0,1,0,0,0,0,0, ,8,16,6, , , ,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0, , ,Given to a local person who refurbishes them for those that cannot afford them.,1,1,0,1,0,0,2,1,2,2,1,1,1,1,1,0,0,0, ,1,0,1,0,1,0,0,0, ,98,1,3,3,3,98,3,97,3,98, , , , ,1,1,1,2,1,1,1,1,2,1,1,1,1,1, ,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0, ,0,0,0,0,0,0,0,0,0,1,0,0, ,98,0,0,1,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,Full Primary,Not Applicable,Taumarunui,State: Not integrated,Co-Educational,Ruapehu District,Manawatu-Wanganui Region,Hamilton,Central North,Rangitikei,Te Tai Hauauru,Tarrangower,Taumarunui Ward,7,32,4,0,0,0,0,1,1,1
ICTJ11967,1.159084093,1,81,2.025,40,40,3,5,3,1,1,1,1,1,2,2,1,1,1,2,2,98,1,2,2,2,2,2,1,0,0,0,0,0,0,0,0, ,6,2, ,1,1,0,0,0,0,0,0,0,1,1,0,0,0,2,2,1,3,3,2,95,95,95,1,0,0,0,1,0,0,0,0, ,1,1,1,1,0,0,0, ,9,13,7, , , ,1,1,2,2,98,1,1,2,0,0,0,0,1,1,0,0,0,0,0,We give them away to  school families., , ,1,1,0,1,0,0,2,1,1,1,1,1,1,1,1,0,0,0, ,0,1,1,0,0,0,0,0, ,1,1,3,1,1,3,3,3,3,3, , , ,data back ups and storage.,98,1,1,3,1,1,4, ,2,98,3,2,98,4,unpaid/not released teachers fom within school . Google.,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0, ,0,0,0,1,0,0,0,0,0,0,0,0, ,2,0,0,1,0,0,3,3,3,3,3,3,3,3,3,1,3,1,98,3,1,3,3,1,1,Full Primary,Not Applicable,Rural Area,State: Not integrated,Co-Educational,Tasman District,Tasman Region,Nelson,Southern,West Coast-Tasman,Te Tai Tonga,Motueka Outer,Moutere-Waimea Ward,69,7,3,1,0,1,0,7,3,1
ICTJ11981,0.652112808,1,1828,1.857723577,984,984,3,6,3,2,1,1,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,3,1,0,0,0,0,0,0,0,0, ,6,1, ,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,4,2,4,1,1,0,0,0,0,0,0,0, ,0,0,0,1,0,0,0, ,9,16,7, , , ,1,1,2,3,3,1,1,1,0,0,0,0,1,0,0,0,0,0,0, , , ,1,1,0,1,0,0,1,1,1,2,0,0,0,0,0,0,1,0, ,1,0,0,0,0,0,0,0, ,97,1,97,1,1,97,97,97,97,98, , , , ,1,1,1,2,2,2,4,1,1,1,1,1,1,1, ,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,1,0,0,0,0,0,0,0,0,0,0, ,97,0,0,1,0,0,1,3,3,3,3,3,3,3,3,3,3,1,3,3,98,98,98,3,1,Secondary (Year 9-15),Not Applicable,Tauranga,State: Not integrated,Boys School,Tauranga City,Bay of Plenty Region,Rotorua,Central North,Tauranga,Waiariki,Tauranga South,Te Papa-Welcome Bay Ward,1180,464,60,71,6,4,43,6,2,2
ICTJ11982,0.652112808,1,1464,2.44,600,600,3,6,1,3,2,2,2,2,2,1,1,2,2,2,2,2, , , , , ,2,1,1,1,1,1,1,0,0,0, ,6,1, ,1,1,1,1,0,0,0,0,0,0,0,1,0,0,95,95,95,95,95,95,2,2,5,1,0,1,0,1,0,0,0,0, ,0,1,1,1,0,0,0, ,9,2,6, , , ,1,3,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0, , , ,1,1,0,1,0,0,1,2,1,2,1,1,1,0,1,0,0,0, ,1,0,1,0,1,0,0,0, ,1,1,1,3,3,3,3,3,3,98, , , , ,1,4,1,4,2,2,4,1,1,1,1,1,2,98, ,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0, ,0,1,0,0,0,0,0,0,0,0,0,0, ,98,0,0,1,0,0,2,2,3,2,3,3,3,3,3,3,3,2,3,1,2,3,3,2,3,Secondary (Year 9-15),Not Applicable,Tauranga,State: Not integrated,Girls School,Tauranga City,Bay of Plenty Region,Rotorua,Central North,Tauranga,Waiariki,Tauranga South,Te Papa-Welcome Bay Ward,888,408,44,75,6,5,38,6,2,2
ICTJ11983,1.159084093,1,1151,1.70014771,677,677,3,5,4,1,1,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,5,1,0,1,1,1,1,0,0,0, ,6,1, ,1,1,1,1,0,0,0,0,0,0,0,1,0,0,95,95,95,2,95,95,95,95,95,1,1,1,1,0,0,0,0,0, ,1,0,1,0,0,0,0, ,3,9,13, , , ,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0, , , ,1,1,0,1,0,0,2,1,1,2,1,0,0,0,0,0,0,0, ,0,0,1,0,0,0,0,0, ,97,1,97,1,1,3,1,97,1,98, , , , ,2,1,1,1,2,4,2,1,1,1,1,1,1,98, ,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0, ,0,0,0,0,0,0,0,0,0,1,0,0, ,98,0,0,1,0,0,1,3,3,3,3,2,2,1,3,3,3,1,3,1,3,3,3,2,3,Intermediate,Not Applicable,Tauranga,State: Not integrated,Co-Educational,Tauranga City,Bay of Plenty Region,Rotorua,Central North,Tauranga,Waiariki,Tauranga South,Te Papa-Welcome Bay Ward,633,357,47,72,15,5,22,5,2,1
ICTJ11987,1.159084093,1,89,0.741666667,120,120,2,5,4,1,2,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,6,1,0,0,0,0,0,0,0,0, ,3,2, ,1,1,1,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Full Primary,Not Applicable,Rural Area,State: Not integrated,Co-Educational,Far North District,Northland Region,Whangarei,Northern,Northland,Te Tai Tokerau,Ngapuhi-Kaikou,Western Ward,0,88,1,0,0,0,0,1,1,1
ICTJ12000,0.652112808,1,363,1.452,250,250,6,3,2,1,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,1,0,0,0,0,1,0,0,0, ,6,2, ,1,0,0,0,0,0,0,0,0,0,0,1,0,0,95,95,95,95,95,95,2,2,3,1,0,0,0,0,1,0,0,0,Office 365. UltraNET.,0,1,1,0,1,0,0,Direct from Manufacturer.,14,2,1, , , ,1,3,1,98,98,1,1,1,1,0,0,0,0,0,0,0,0,0,0, , , ,1,1,0,1,0,0,2,1,3,2,1,0,0,0,1,0,0,0, ,0,1,0,0,0,0,0,0, ,1,3,1,97,97,1,1,97,2,98, , , , ,4,4,2,2,3,1,1,1,1,1,1,1,1,98, ,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0, ,0,0,0,1,0,0,0,0,0,0,0,0, ,2,0,1,0,0,0,2,1,4,3,4,3,4,4,3,3,3,3,3,1,3,3,3,3,3,Secondary (Year 9-15),Not Applicable,Te Aroha,State: Not integrated,Co-Educational,Matamata-Piako District,Waikato Region,Hamilton,Central North,Coromandel,Hauraki-Waikato,Te Aroha,Te Aroha Ward,273,46,8,16,8,2,10,4,2,2
