Respondent_ID,wgt,Q1#,TotalSchoolRoll,Stu_comp,Q1#A_verb,X1#,Q2#A,Q2#B,Q2#C,Q2#D,Q2a#A,Q2a#B,Q2a#C,Q2a#D,Q2a#E,Q2a#F,Q2a#G,Q2a#H,Q2a#I,Q2a#J,Q2a#K,Q2a#L,Q2b#A,Q2b#B,Q2b#C,Q2b#D,Q2b#E,Q3#A,Q4#A,Q4#B,Q4#C,Q4#D,Q4#E,Q4#F,Q4#CR,Q4#CS,Q4#CU,Q4#CR_verb,Q5#A,Q6#,Q6#CR_verb,Q7#AA,Q7#AB,Q7#AC,Q7#AD,Q7#AE,Q7#AF,Q7#AG,Q7#BA,Q7#BB,Q7#BC,Q7#BD,Q7#BE,Q7#BF,Q7#BG,Q8a#A,Q8a#B,Q8a#C,Q8b#A,Q8b#B,Q8b#C,Q8c#A,Q8c#B,Q8c#C,Q9#A,Q9#B,Q9#C,Q9#D,Q9#E,Q9#CR,Q9#CS,Q9#CT,Q9#CU,Q9#CR_verb,Q11#A,Q11#B,Q11#C,Q11#D,Q11#CR,Q11#CT,Q11#CU,Q11#CR_verb,Q15#A,Q15#B,Q15#C,Q15#ACR_verb,Q15#BCR_verb,Q15#CCR_verb,Q16#A,Q16#B,Q16#C,Q16#D,Q16#E,Q16#F,Q16#G,Q16#H,Q17#A,Q17#B,Q17#C,Q17#D,Q17#E,Q17#F,Q17#G,Q17#CR,Q17#CS,Q17#CT,Q17#CU,Q17#CR_verb,Q17#B_verb,Q17#C_verb,Q18a#A,Q18a#B,Q18a#C,Q18a#D,Q18a#CS,Q18a#CU,Q18b#,Q18c#,Q18d#,Q19#,Q20#A,Q20#B,Q20#C,Q20#D,Q20#E,Q20#CR,Q20#CS,Q20#CU,Q20#CR_verb,Q21#A,Q21#B,Q21#C,Q21#D,Q21#E,Q21#CR,Q21#CT,Q21#CU,Q21#CR_verb,Q22#A,Q22#B,Q22#C,Q22#D,Q22#E,Q22#F,Q22#G,Q22#H,Q22#I,Q22#J,Q22Text#_verb,Q22Text1#_verb,Q22Text2#_verb,Q22Text3#_verb,Q23#A,Q23#B,Q23#C,Q23#D,Q23#E,Q23#F,Q23#G,Q23#H,Q23#I,Q23#J,Q23#K,Q23#L,Q23#M,Q23#N,Q23Text#_verb,Q24#A,Q24#B,Q24#C,Q24#CT,Q24#CU,Q25#A,Q25#B,Q25#C,Q25#D,Q25#E,Q25#F,Q25#CR,Q25#CS,Q25#CT,Q25#CU,Q25#CR_verb,Q26#A,Q26#B,Q26#C,Q26#D,Q26#E,Q26#F,Q26#G,Q26#H,Q26#CR,Q26#CS,Q26#CT,Q26#CU,Q26#CR_verb,Q27#,Q28#A,Q28#B,Q28#CS,Q28#CT,Q28#CU,Q29#A,Q29#B,Q29#C,Q29#D,Q29#E,Q29#F,Q29#G,Q29#H,Q29#I,Q29#J,Q29#K,Q30#A,Q30#B,Q30#C,Q30#D,Q30#E,Q30#F,Q30#G,Q30#H,SchoolType,Definition,UrbanArea,Authority,GenderofStudents,TerritorialAuthoritywithAucklandLocalBoard,RegionalCouncil,MinistryofEducationLocalOffice,EducationRegion,GeneralElectorate,MaoriElectorate,CensusAreaUnit,Ward,EuropeanPakeha,Maori,Pasifika,Asian,MELAA,Other,InternationalStudents,Decile,DecileCollapsed,TypeOfSchool
ICTJ10677,0.652112808,1,686,4.573333333,150,150,5,4,3,1,1,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,6,1,0,0,0,0,0,0,0,0, ,6,2, ,1,1,1,1,0,0,0,0,0,1,0,0,0,0,95,95,95,95,95,95,5,5,98,1,1,1,1,0,0,0,0,0, ,0,0,0,0,0,1,0, ,7,16,13, , , ,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0, , , ,1,1,0,1,0,0,1,1,3,2,1,0,1,0,0,0,0,0, ,0,0,1,1,0,0,0,0, ,2,97,1,1,1,97,1,1,97,97, , , , ,4,4,4,1,1,1,4,1,4,1,1,1,1,1, ,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,1,0,0, ,97,0,0,1,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,Secondary (Year 9-15),Not Applicable,Christchurch,State: Not integrated,Co-Educational,Waimakariri District,Canterbury Region,Christchurch,Southern,Waimakariri,Te Tai Tonga,Mansfield,Kaiapoi Ward,504,137,4,6,6,4,25,5,2,2
ICTJ10687,0.652112808,1,524,2.911111111,180,180,5,3,2,1,1,1,1,2,1,2,1,2,2,2,2,2,1,2,2,2,2,4,1,0,1,1,1,1,0,0,0, ,6,1, ,1,1,1,1,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Secondary (Year 7-15),Not Applicable,Dunedin,State: Not integrated,Co-Educational,Dunedin City,Otago Region,Dunedin,Southern,Dunedin North,Te Tai Tonga,Brockville,Hills Ward,405,47,25,14,1,1,31,5,2,2
ICTJ10691,1.159084093,1,65,0.984848485,66,66,2,6,3,1,1,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,0,0,0,0,0,0,0,0, ,5,2, ,1,1,1,1,0,0,0,1,0,0,0,0,0,0,5,5,95,5,5,95,95,95,95,1,1,1,1,1,0,0,0,0, ,1,0,0,0,0,0,0, ,12,5,16, , , ,1,1,1,1,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0, , , ,1,1,0,1,0,0,1,1,1,2,0,0,1,0,0,0,0,0, ,0,1,0,0,1,0,0,0, ,1,1,3,1,1,3,3,1,3,97, , , , ,2,1,1,4,1,1,1,1,1,1,1,2,1,1, ,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0, ,0,0,0,0,0,0,0,0,0,1,0,0, ,98,1,0,0,0,0,4,3,3,3,3,3,3,3,3,3,3,1,1,1,1,3,3,1,1,Full Primary,Not Applicable,Rural Area,State: Not integrated,Co-Educational,Western Bay of Plenty District,Bay of Plenty Region,Rotorua,Central North,Bay of Plenty,Waiariki,Kaimai,Kaimai Ward,43,20,0,1,1,0,0,7,3,1
ICTJ10701,0.652112808,1,849,2.83,300,300,6,5,2,99,99,1,99,1,99,1,1,99,99,99,99,99,1,1,1,99,99,6,1,0,1,1,1,1,0,0,0, ,5,1, ,1,0,1,1,0,0,0,0,0,0,0,0,0,1,95,95,95,95,95,95,5,98,98,1,1,0,1,1,0,0,0,0, ,0,1,0,0,0,0,0, ,8,16,3, , , ,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0, , ,"Individual scrap, etc. - dealers.",1,1,0,1,0,0,2,1,1,2,0,0,0,0,0,0,1,0, ,1,0,0,0,1,0,0,0, ,2,2,2,2,2,99,99,99,2,99, , , , ,2,3,99,2,99,99,4,99,2,99,4,4,99,99, ,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0, ,0,1,0,0,0,0,0,0,0,0,0,0, ,98,0,0,0,1,0,3,99,99,99,99,3,3,99,99,99,99,99,99,99,2,99,99,99,2,Secondary (Year 9-15),Not Applicable,Kaitaia,State: Not integrated,Co-Educational,Far North District,Northland Region,Whangarei,Northern,Northland,Te Tai Tokerau,Kaitaia West,Northern Ward,244,567,16,18,0,4,0,2,1,2
ICTJ10704,1.159084093,1,94,1.446153846,65,65,99,5,2,99,99,99,99,99,99,99,1,1,99,99,99,99,1,1,99,99,99,2,1,0,0,0,0,0,0,0,0, ,5,1, ,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2,1,5,2,1,95,95,95,0,0,0,0,0,0,1,0,0, ,0,1,0,0,0,0,0, ,8,9,11, , , ,1,98,98,98,99,2,2,2,0,0,0,0,0,1,0,0,0,0,0,Give to another school., , ,0,1,0,0,0,0,2,1,3,2,1,1,1,0,1,0,0,0, ,0,0,1,0,0,0,0,0, ,2,1,97,1,1,97,3,3,97,99, , , , ,1,1,1,2,1,1,1,1,1,1,1,1,1,99, ,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0, ,0,0,0,0,0,0,0,0,0,1,0,0, ,98,0,0,1,0,0,4,4,4,4,4,98,98,98,98,98,98,98,98,98,98,98,98,1,1,Full Primary,Not Applicable,Rural Centre,State: Not integrated,Co-Educational,Clutha District,Otago Region,Dunedin,Southern,Clutha-Southland,Te Tai Tonga,Kaitangata,Kaitangata-Matau Ward,61,26,1,4,2,0,0,4,2,1
ICTJ10722,1.159084093,1,216,4.32,approx50.,50,2,6,1,1,2,2,2,2,2,1,98,2,2,2,2,2, , , , , ,3,1,0,1,1,0,0,0,0,0, ,3,1, ,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,95,98,2,98,98,95,95,95,0,0,0,0,0,0,1,0,0, ,0,1,0,0,0,0,0, ,2,8,3, , , ,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0, , ,The one at the stadium in Wellington.,0,0,0,0,1,0,3,2,2,2,1,0,0,1,1,0,0,0, ,0,0,1,0,0,0,0,0, ,97,1,3,1,1,97,3,3,3,97, , , , ,2,2,4,98,2,1,4,1,2,1,1,1,1,1, ,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,1,0,0, ,98,0,0,1,0,0,98,98,98,98,98,98,3,98,98,3,3,3,3,1,3,3,3,1,1,Full Primary,Not Applicable,Kapiti,State: Not integrated,Co-Educational,Kapiti Coast District,Wellington Region,Wellington,Central South,Otaki,Te Tai Hauauru,Paraparaumu Central,Paraparaumu Ward,100,72,19,20,1,4,0,5,2,1
ICTJ10724,1.159084093,1,223,2.973333333,75,75,3,5,3,1,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,6,1,0,1,1,0,0,0,0,0, ,6,1, ,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,95,95,95,0,0,0,0,0,0,1,0,0, ,0,0,1,0,0,0,0, ,7,2,9, , , ,1,1,1,3,3,1,1,1,0,0,0,0,1,0,0,0,0,0,0, , , ,0,1,0,1,0,0,3,1,1,1,1,1,1,1,1,0,0,0, ,0,0,1,0,1,0,0,0, ,2,1,1,1,97,1,1,1,3,97, , , , ,1,1,1,1,4,1,3,1,1,2,1,2,1,1, ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0, ,0,0,0,0,0,0,0,0,0,1,0,0, ,98,0,0,1,0,0,3,3,3,3,4,3,3,3,3,3,3,3,3,3,1,3,3,3,3,Full Primary,Not Applicable,Southern Auckland Zone,State: Not integrated,Co-Educational,Auckland- Franklin,Auckland Region,Auckland South,Northern,Papakura,Hauraki-Waikato,Whangapouri Creek,Franklin Ward,180,24,10,7,1,1,0,8,3,1
ICTJ10725,0.652112808,1,71,1.577777778,45,45,3,6,2,1,2,2,2,1,1,1,1,2,1,2,2,2,1,2,2,2,2,4,1,0,0,0,0,0,0,0,0, ,5,1, ,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4,2,1,4,2,1,4,1,1,0,0,0,0,0,0,1,0,0, ,1,0,1,0,0,0,0, ,8,4,13, , , ,1,1,1,2,2,1,1,1,0,1,0,0,0,1,0,0,0,0,0,Donate to charity or community.,Sitech., ,1,1,0,1,0,0,3,3,4,2,0,1,0,1,1,0,0,0, ,0,1,1,0,0,0,0,0, ,3,3,3,2,3,97,3,3,3,97, , , , ,98,4,1,1,4,1,1,1,2,1,1,2,2,1, ,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,1,0,0, ,98,0,1,0,0,0,3,3,3,3,3,3,4,3,3,3,3,1,3,1,3,98,98,3,3,Composite (Year 1-15),Not Applicable,Rural Centre,State: Not integrated,Co-Educational,Buller District,West Coast Region,Nelson,Southern,West Coast-Tasman,Te Tai Tonga,Karamea,Seddon Ward,62,7,1,1,0,0,0,5,2,2
ICTJ10733,1.159084093,1,434,4.213592233,103,103,4,5,1,1,2,2,2,2,2,2,1,2,1,2,2,2, , , , , ,4,1,0,1,1,0,0,0,0,0, ,5,1, ,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,95,95,95,0,0,0,0,0,0,1,0,0, ,1,0,1,0,0,0,0, ,9,8,16, , , ,1,1,1,3,3,1,1,1,0,0,1,0,1,0,0,0,0,0,0,Sustainability Trust. eWork Wellington City Council., , ,0,1,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0, ,0,1,1,0,0,0,0,0, ,97,97,3,1,2,97,97,97,3,99, , , , ,99,99,99,99,99,4,99,99,99,99,99,99,99,99, ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1, ,0,0,0,0,0,0,0,0,0,1,0,0, ,97,0,0,1,0,0,4,4,4,3,3,3,3,4,4,3,4,4,4,3,4,4,4,4,1,Full Primary,Normal School,Wellington Zone,State: Not integrated,Co-Educational,Wellington City,Wellington Region,Wellington,Central South,Wellington Central,Te Tai Tonga,Karori Park,Onslow-Western Ward,255,57,39,69,9,4,1,8,3,1
ICTJ10738,1.159084093,1,323,3.549450549,91,91,6,2,2,1,2,1,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,3,1,0,1,1,0,1,0,0,0, ,5,1, ,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0, ,0,0,1,0,1,0,0,tela for teachers and principal.,8,14,1, , , ,1,1,2,2,2,1,1,1,0,1,0,0,1,0,0,0,0,0,0, ,Own tech supplier., ,1,1,0,1,0,0,2,1,1,1,0,0,0,1,0,1,0,0,Funding support to maintain upgrades of technology - especially the extra (unknown) costs associated with snupping.,0,1,1,0,1,0,0,0, ,3,1,1,1,1,97,1,1,2,98, , , , ,4,2,4,2,4,1,3,1,2,2,4,2,1,1, ,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0, ,0,0,0,0,0,0,0,0,0,1,0,0, ,98,0,0,1,0,0,4,3,4,3,4,3,3,98,98,3,4,3,3,3,98,98,98,3,98,Contributing,Not Applicable,Northern Auckland Zone,State: Not integrated,Co-Educational,Auckland- Kaipatiki,Auckland Region,Auckland North,Northern,Northcote,Te Tai Tokerau,Beachhaven South,North Shore Ward,228,31,13,25,23,3,0,7,3,1
ICTJ10760,1.159084093,1,50,1.282051282,"39 netbooks,ipads,laptops and PCs.",39,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,1,2,1,2,2,2,0,1,1,1,0,0,0,0,0, ,3,1, ,1,0,1,0,0,0,0,0,0,0,0,1,0,0,5,5,95,5,5,95,5,5,95,0,0,0,0,0,0,1,0,0, ,1,0,0,0,1,0,0,Also Smartcom Computers.,3,6,13, , , ,1,1,98,98,98,2,98,98,0,0,0,0,1,0,0,0,0,0,0, , , ,0,1,0,1,0,0,3,98,3,2,0,0,1,0,0,0,0,0, ,0,1,1,0,1,0,0,0, ,2,2,2,2,2,98,2,98,2,98, , , , ,98,98, ,4, ,2,2,2,2,1,1,2,1,1, ,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0, ,0,0,0,0,0,0,0,0,0,0,1,0, ,2,0,0,1,0,0,98,98,98,98,98,3,98,98,98,3,3,3,98,98,98,98,98,3,3,Full Primary,Not Applicable,Rural Centre,State: Not integrated,Co-Educational,Hauraki District,Waikato Region,Hamilton,Central North,Coromandel,Hauraki-Waikato,Kerepehi,Plains Ward,5,43,1,0,0,1,0,1,1,1
ICTJ10763,0.652112808,1,1472,4.906666667,300,300,6,3,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,3,0,0,0,0,1,1,0,0,0, ,6,1, ,1,1,1,0,0,0,0,0,0,1,0,0,0,0,95,95,95,2,2,2,2,2,2,0,0,0,0,0,0,1,0,0, ,1,0,1,0,1,0,0,110, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Secondary (Year 7-15),Not Applicable,Kerikeri,State: Not integrated,Co-Educational,Far North District,Northland Region,Whangarei,Northern,Northland,Te Tai Tokerau,Kerikeri,Eastern Ward,983,354,20,37,14,11,53,7,3,2
ICTJ10772,1.159084093,1,328,1.631840796,201,201,3,3,4,3,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,6,1,0,1,1,0,1,0,0,0, ,5,1, ,1,1,1,1,0,0,0,0,0,0,0,1,0,0,5,5,5,5,5,5,95,95,95,0,0,0,0,0,0,1,0,0, ,0,0,0,0,0,1,0, ,18,18,18, , , ,1,1,98,98,98,1,98,1,0,1,0,0,0,0,0,0,0,0,0, ,HP., ,0,1,0,1,0,0,1,1,98,98,0,0,0,0,0,1,0,0,Not sure what this is about.,0,0,1,0,0,0,0,0, ,3,3,3,1,1,3,3,3,3,98, , , , ,2,98,98,2,2,98,4,98,2,98,98,98,98,98, ,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0, ,1,0,0,0,0,0,0,0,0,0,0,0, ,98,0,0,1,0,0,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,Full Primary,Not Applicable,Huntly,State: Not integrated,Co-Educational,Waikato District,Waikato Region,Hamilton,Central North,Waikato,Hauraki-Waikato,Huntly East,Huntly Ward,136,165,15,9,1,2,0,2,1,1
ICTJ10775,1.159084093,1,686,2.286666667,300,300,2,5,3,2,2,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,1,0,0,1,1,0,0,0,0, ,6,1, ,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,2,1,4,3,1,98,98,98,1,0,0,0,0,0,0,0,0, ,0,1,0,0,0,0,0, ,9,16,8, , , ,2,2,2,2,2,2,2,2,0,0,0,0,1,0,0,0,0,0,0, , , ,0,1,0,0,0,0,1,98,1,3,1,0,0,0,0,0,0,0, ,1,0,0,0,0,0,0,0, ,2,2,2,1,1,97,2,2,3,98, , , , ,2,2,1,1,2,4,2,1,1,1,1,1,1,1, ,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0, ,0,0,0,0,0,0,0,1,0,0,0,0,Google.,98,0,0,1,0,0,3,3,3,98,98,3,3,98,98,3,3,1,98,3,1,98,4,2,1,Full Primary,Not Applicable,Central Auckland Zone,Private: Fully Reg.,Boys School,Auckland- Orakei,Auckland Region,Auckland South,Northern,Epsom,Tamaki Makaurau,Waitaramoa,Orakei Ward,456,11,31,170,11,5,2,10,3,1
ICTJ10794,1.159084093,1,217,2.17,100,100,2,5,2,2,2,2,2,1,2,2,1,2,1,2,1,2,1,2,2,2,2,5,1,0,0,0,0,0,0,0,0, ,6,2, ,1,1,1,0,0,0,0,0,0,0,1,0,0,0,4,3,1,95,95,95,95,95,95,1,1,0,1,0,0,0,0,0, ,0,0,1,0,0,0,0, ,9,14,13, , , ,2,2,3,2,2,2,2,2,0,0,0,1,1,0,0,0,0,0,0, , , ,1,1,0,1,0,0,1,2,1,1,1,0,0,0,1,0,0,0, ,0,1,1,0,0,0,0,0, ,1,1,3,1,1,97,1,1,2,97, , , , ,2,2,1,1,4,1,4,1,2,1,2,2,1,1, ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0, ,0,0,0,0,0,0,0,0,0,1,0,0, ,1,0,0,1,0,0,3,3,4,3,3,3,2,3,4,3,2,2,3,2,2,3,3,2,2,Contributing,Not Applicable,Lower Hutt Zone,State: Not integrated,Co-Educational,Lower Hutt City,Wellington Region,Wellington,Central South,Hutt South,Ikaroa-Rawhiti,Parkway,Wainuiomata Ward,80,67,48,18,4,0,0,4,2,1
ICTJ10799,1.159084093,1,162,4.628571429,35,35,4,5,4,1,1,2,2,2,2,1,1,98,98,2,2,2,1,2,2,2,2,3,1,0,0,0,0,0,0,0,0, ,6,1, ,1,1,1,1,0,0,0,0,0,0,0,1,0,0,5,5,1,5,5,1,95,95,95,1,0,0,1,0,0,0,0,0, ,0,1,0,0,1,0,0,MoE provider.,9,8,7, , , ,2,2,2,98,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0, , , ,0,1,0,0,0,0,3,3,98,98,1,1,0,1,0,0,0,0, ,0,0,1,0,0,0,0,0, ,1,1,1,1,3,3,3,3,3,98, , , , ,1,1,1,2,2,1,4,1,1,1,1,1,1,1, ,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0, ,0,0,0,0,0,0,0,0,0,1,0,0, ,2,0,1,0,0,0,3,3,3,3,98,3,98,3,3,3,3,2,98,1,3,98,98,2,1,Full Primary,Not Applicable,Rural Area,State: Not integrated,Co-Educational,Otorohanga District,Waikato Region,Hamilton,Central North,Taranaki-King Country,Te Tai Hauauru,Otorohanga Rural East,Kiokio-Korakonui War,130,27,2,0,1,2,0,8,3,1
ICTJ10801,1.159084093,1,145,1.45,100,100,2,4,4,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,0,1,1,0,0,0,0,0, ,6,1, ,1,1,0,0,0,0,0,0,0,0,0,1,0,0,3,3,1,3,3,1,95,95,95,0,0,0,0,0,0,1,0,0, ,0,1,0,0,1,0,0,Tela.,8, , , , , ,98,2,98,98,98,1,1,98,0,0,0,1,0,0,0,0,0,0,0, , , ,1,1,0,1,0,0,2,2,98,98,1,0,0,0,0,0,0,0, ,0,1,1,0,0,0,0,0, ,1,1,98,1,1,98,3,98,98,98, , , , ,98,98,98,98,98,98,98,98,98,98,98,98,98,98, ,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0, ,0,0,0,0,0,0,0,0,1,0,0,0,Spike at school.,98,0,0,1,0,0,98,98,98,98,98,98,98,98,98,98,98,3,98,98,1,98,98,1,2,Full Primary,Not Applicable,Lower Hutt Zone,State: Not integrated,Co-Educational,Lower Hutt City,Wellington Region,Wellington,Central South,Ohariu,Te Tai Tonga,Korokoro,Harbour Ward,120,13,0,9,2,1,0,10,3,1
ICTJ10802,1.159084093,1,190,2.835820896,67,67,5,3,4,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,3,1,0,0,0,0,0,0,0,0, ,98,98, ,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,5,1,1,5,1,95,95,95,1,0,0,0,0,0,0,0,0, ,0,1,0,1,0,0,0, ,9,12,7, , , ,1,1,3,98,98,1,1,1,1,0,0,0,0,0,0,0,0,0,0, , , ,1,1,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0, ,0,0,1,0,0,0,0,0, ,3,2,3,3,1,98,3,98,3,97, , , , ,1,1,1,1,1,1,4,1,2,1,98,2,1,1, ,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0, ,0,0,0,0,0,0,0,0,0,1,0,0, ,98,0,0,1,0,0,4,3,3,3,3,3,3,98,3,3,3,3,98,1,3,98,98,1,1,Full Primary,Not Applicable,Hamilton Zone,State: Not integrated,Co-Educational,Waipa District,Waikato Region,Hamilton,Central North,Taranaki-King Country,Hauraki-Waikato,Ngahinapouri,Pirongia Ward,17,151,17,2,1,2,0,6,2,1
ICTJ10803,1.159084093,1,528,4.224,125,125,4,5,2,2,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,5,1,0,1,1,0,1,0,0,0, ,5,1, ,1,1,1,1,0,0,0,0,0,0,0,1,0,0,5,2,95,5,2,95,95,95,95,0,0,0,0,0,0,1,0,0, ,1,0,0,0,0,0,0, ,5,12,13, , , ,1,1,98,98,98,1,1,1,0,0,1,0,1,0,0,0,0,0,0, , ,Auckland company.,1,1,1,1,0,0,3,3,4,98,1,1,1,1,1,0,0,0, ,1,1,1,0,0,0,0,0, ,1,1,1,1,1,97,1,1,3,97, , , , ,3,3,2,3,1,1,2,1,3,1,1,1,1,1, ,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0, ,1,0,0,0,0,0,0,0,0,0,0,0, ,97,1,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,1,Full Primary,Not Applicable,Southern Auckland Zone,State: Not integrated,Co-Educational,Auckland- Mangere-Otahuhu,Auckland Region,Auckland South,Northern,Mangere,Tamaki Makaurau,Favona West,Manukau Ward,3,89,414,20,2,0,0,1,1,1
ICTJ10815,1.159084093,1,274,3.223529412,85,85,4,5,2,1,2,2,2,2,2,1,1,2,2,2,2,2,1,1,2,2,2,5,0,1,1,1,0,0,0,0,0, ,6,2, ,1,1,1,1,0,0,0,0,0,0,0,1,0,0,5,2,1,95,95,95,95,95,95,1,0,0,0,0,0,0,0,0, ,0,0,1,0,0,0,0, ,14,1,16, , , ,1,3,3,3,3,1,1,1,0,0,0,0,1,0,0,0,0,0,0, , , ,0,1,0,1,0,0,3,2,1,1,1,0,0,0,0,0,0,0, ,0,1,0,0,0,0,0,0, ,3,1,3,3,3,3,3,3,3,97, , , , ,3,2,2,1,4,1,2,1,2,1,1,1,1,1, ,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0, ,0,0,0,0,0,0,0,0,0,1,0,0, ,2,0,0,1,0,0,2,3,3,3,3,3,3,3,3,3,3,3,3,2,1,2,3,2,1,Contributing,Not Applicable,Western Auckland Zone,State: Not integrated,Co-Educational,Auckland- Waitakere Ranges,Auckland Region,Auckland North,Northern,New Lynn,Tamaki Makaurau,Laingholm,Waitakere Ward,224,33,7,8,1,1,0,10,3,1
ICTJ10825,1.159084093,1,399,2.347058824,170,170,4,3,4,98,2,2,2,2,2,98,1,2,1,2,2,2,2,1,1,2,2,3,1,0,0,0,0,0,0,0,0, ,3,1, ,1,1,1,1,0,0,0,0,0,0,0,1,0,0,4,3,95,95,95,95,95,95,95,0,0,0,0,0,0,1,0,0, ,1,1,1,0,0,0,0, ,5,8,15, , , ,1,3,98,98,98,1,98,1,0,0,0,0,0,0,0,0,0,1,0, , , ,1,1,0,1,0,0,2,1,1,1,1,1,1,1,1,0,0,0, ,1,0,1,0,1,0,0,0, ,3,1,3,1,1,1,2,3,3,98, , , , ,1,2,4,1,4,1,1,1,2,1,1,1,1,1, ,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0, ,0,0,0,0,0,0,0,0,0,1,0,0, ,98,0,0,1,0,0,3,98,98,3,98,3,98,98,98,3,98,3,98,1,98,98,98,1,98,Contributing,Not Applicable,Southern Auckland Zone,State: Not integrated,Co-Educational,Auckland- Manurewa,Auckland Region,Auckland South,Northern,Manurewa,Tamaki Makaurau,Leabank,Manurewa-Papakura Ward,12,176,190,19,2,0,0,2,1,1
