q_name,q_label,gender,response,n
IC009Q09TA,"Digitial devices available at school: <ebook reader>, e.g. <Amazon® Kindle>",Male,"Yes, but I don't use it",225
IC009Q09TA,"Digitial devices available at school: <ebook reader>, e.g. <Amazon® Kindle>",Male,No,1487
IC009Q10NA,"Digitial devices available at school: Data projector, e.g. for slide presentations",Female,"Yes, and I use it",992
IC009Q10NA,"Digitial devices available at school: Data projector, e.g. for slide presentations",Female,"Yes, but I don't use it",771
IC009Q10NA,"Digitial devices available at school: Data projector, e.g. for slide presentations",Female,No,181
IC009Q10NA,"Digitial devices available at school: Data projector, e.g. for slide presentations",Male,"Yes, and I use it",930
IC009Q10NA,"Digitial devices available at school: Data projector, e.g. for slide presentations",Male,"Yes, but I don't use it",695
IC009Q10NA,"Digitial devices available at school: Data projector, e.g. for slide presentations",Male,No,280
IC009Q11NA,"Digitial devices available at school: Interactive Whiteboard, e.g. <Smartboard®>",Female,"Yes, and I use it",500
IC009Q11NA,"Digitial devices available at school: Interactive Whiteboard, e.g. <Smartboard®>",Female,"Yes, but I don't use it",635
IC009Q11NA,"Digitial devices available at school: Interactive Whiteboard, e.g. <Smartboard®>",Female,No,799
IC009Q11NA,"Digitial devices available at school: Interactive Whiteboard, e.g. <Smartboard®>",Male,"Yes, and I use it",462
IC009Q11NA,"Digitial devices available at school: Interactive Whiteboard, e.g. <Smartboard®>",Male,"Yes, but I don't use it",547
IC009Q11NA,"Digitial devices available at school: Interactive Whiteboard, e.g. <Smartboard®>",Male,No,892
IC010Q01TA,Frequency of use outside of school: Browsing the Internet for schoolwork (e.g. for preparing an essay or presentation,Female,Never or hardly ever,134
IC010Q01TA,Frequency of use outside of school: Browsing the Internet for schoolwork (e.g. for preparing an essay or presentation,Female,Once or twice a month,271
IC010Q01TA,Frequency of use outside of school: Browsing the Internet for schoolwork (e.g. for preparing an essay or presentation,Female,Once or twice a week,765
IC010Q01TA,Frequency of use outside of school: Browsing the Internet for schoolwork (e.g. for preparing an essay or presentation,Female,Almost every day,480
IC010Q01TA,Frequency of use outside of school: Browsing the Internet for schoolwork (e.g. for preparing an essay or presentation,Female,Every day,192
IC010Q01TA,Frequency of use outside of school: Browsing the Internet for schoolwork (e.g. for preparing an essay or presentation,Male,Never or hardly ever,195
IC010Q01TA,Frequency of use outside of school: Browsing the Internet for schoolwork (e.g. for preparing an essay or presentation,Male,Once or twice a month,314
IC010Q01TA,Frequency of use outside of school: Browsing the Internet for schoolwork (e.g. for preparing an essay or presentation,Male,Once or twice a week,714
IC010Q01TA,Frequency of use outside of school: Browsing the Internet for schoolwork (e.g. for preparing an essay or presentation,Male,Almost every day,399
IC010Q01TA,Frequency of use outside of school: Browsing the Internet for schoolwork (e.g. for preparing an essay or presentation,Male,Every day,190
IC010Q02NA,"Frequency of use outside of school: Browsing the Internet to follow up lessons, e.g. for finding explanations.",Female,Never or hardly ever,291
IC010Q02NA,"Frequency of use outside of school: Browsing the Internet to follow up lessons, e.g. for finding explanations.",Female,Once or twice a month,440
IC010Q02NA,"Frequency of use outside of school: Browsing the Internet to follow up lessons, e.g. for finding explanations.",Female,Once or twice a week,674
IC010Q02NA,"Frequency of use outside of school: Browsing the Internet to follow up lessons, e.g. for finding explanations.",Female,Almost every day,301
IC010Q02NA,"Frequency of use outside of school: Browsing the Internet to follow up lessons, e.g. for finding explanations.",Female,Every day,121
IC010Q02NA,"Frequency of use outside of school: Browsing the Internet to follow up lessons, e.g. for finding explanations.",Male,Never or hardly ever,339
IC010Q02NA,"Frequency of use outside of school: Browsing the Internet to follow up lessons, e.g. for finding explanations.",Male,Once or twice a month,404
IC010Q02NA,"Frequency of use outside of school: Browsing the Internet to follow up lessons, e.g. for finding explanations.",Male,Once or twice a week,626
IC010Q02NA,"Frequency of use outside of school: Browsing the Internet to follow up lessons, e.g. for finding explanations.",Male,Almost every day,284
IC010Q02NA,"Frequency of use outside of school: Browsing the Internet to follow up lessons, e.g. for finding explanations.",Male,Every day,136
IC010Q03TA,Frequency of use outside of school: Using email for communication with other students about schoolwork.,Female,Never or hardly ever,608
IC010Q03TA,Frequency of use outside of school: Using email for communication with other students about schoolwork.,Female,Once or twice a month,435
IC010Q03TA,Frequency of use outside of school: Using email for communication with other students about schoolwork.,Female,Once or twice a week,459
IC010Q03TA,Frequency of use outside of school: Using email for communication with other students about schoolwork.,Female,Almost every day,219
IC010Q03TA,Frequency of use outside of school: Using email for communication with other students about schoolwork.,Female,Every day,103
IC010Q03TA,Frequency of use outside of school: Using email for communication with other students about schoolwork.,Male,Never or hardly ever,649
IC010Q03TA,Frequency of use outside of school: Using email for communication with other students about schoolwork.,Male,Once or twice a month,424
IC010Q03TA,Frequency of use outside of school: Using email for communication with other students about schoolwork.,Male,Once or twice a week,411
IC010Q03TA,Frequency of use outside of school: Using email for communication with other students about schoolwork.,Male,Almost every day,189
IC010Q03TA,Frequency of use outside of school: Using email for communication with other students about schoolwork.,Male,Every day,120
IC010Q04TA,Frequency of use outside of school: Using email for communication with teacher\submit of homework or other schoolwork,Female,Never or hardly ever,416
IC010Q04TA,Frequency of use outside of school: Using email for communication with teacher\submit of homework or other schoolwork,Female,Once or twice a month,629
IC010Q04TA,Frequency of use outside of school: Using email for communication with teacher\submit of homework or other schoolwork,Female,Once or twice a week,504
IC010Q04TA,Frequency of use outside of school: Using email for communication with teacher\submit of homework or other schoolwork,Female,Almost every day,188
IC010Q04TA,Frequency of use outside of school: Using email for communication with teacher\submit of homework or other schoolwork,Female,Every day,90
IC010Q04TA,Frequency of use outside of school: Using email for communication with teacher\submit of homework or other schoolwork,Male,Never or hardly ever,472
IC010Q04TA,Frequency of use outside of school: Using email for communication with teacher\submit of homework or other schoolwork,Male,Once or twice a month,565
IC010Q04TA,Frequency of use outside of school: Using email for communication with teacher\submit of homework or other schoolwork,Male,Once or twice a week,457
IC010Q04TA,Frequency of use outside of school: Using email for communication with teacher\submit of homework or other schoolwork,Male,Almost every day,174
IC010Q04TA,Frequency of use outside of school: Using email for communication with teacher\submit of homework or other schoolwork,Male,Every day,105
IC010Q05NA,Frequency of use outside of school: Using Social Networks for communication with other students about schoolwork.,Female,Never or hardly ever,272
IC010Q05NA,Frequency of use outside of school: Using Social Networks for communication with other students about schoolwork.,Female,Once or twice a month,336
IC010Q05NA,Frequency of use outside of school: Using Social Networks for communication with other students about schoolwork.,Female,Once or twice a week,542
IC010Q05NA,Frequency of use outside of school: Using Social Networks for communication with other students about schoolwork.,Female,Almost every day,374
IC010Q05NA,Frequency of use outside of school: Using Social Networks for communication with other students about schoolwork.,Female,Every day,299
IC010Q05NA,Frequency of use outside of school: Using Social Networks for communication with other students about schoolwork.,Male,Never or hardly ever,360
IC010Q05NA,Frequency of use outside of school: Using Social Networks for communication with other students about schoolwork.,Male,Once or twice a month,372
IC010Q05NA,Frequency of use outside of school: Using Social Networks for communication with other students about schoolwork.,Male,Once or twice a week,491
IC010Q05NA,Frequency of use outside of school: Using Social Networks for communication with other students about schoolwork.,Male,Almost every day,316
IC010Q05NA,Frequency of use outside of school: Using Social Networks for communication with other students about schoolwork.,Male,Every day,240
IC010Q06NA,Frequency of use outside of school: Using Social Networks for communication with teachers.,Female,Never or hardly ever,1276
IC010Q06NA,Frequency of use outside of school: Using Social Networks for communication with teachers.,Female,Once or twice a month,189
IC010Q06NA,Frequency of use outside of school: Using Social Networks for communication with teachers.,Female,Once or twice a week,155
IC010Q06NA,Frequency of use outside of school: Using Social Networks for communication with teachers.,Female,Almost every day,97
IC010Q06NA,Frequency of use outside of school: Using Social Networks for communication with teachers.,Female,Every day,98
IC010Q06NA,Frequency of use outside of school: Using Social Networks for communication with teachers.,Male,Never or hardly ever,1063
IC010Q06NA,Frequency of use outside of school: Using Social Networks for communication with teachers.,Male,Once or twice a month,221
IC010Q06NA,Frequency of use outside of school: Using Social Networks for communication with teachers.,Male,Once or twice a week,238
IC010Q06NA,Frequency of use outside of school: Using Social Networks for communication with teachers.,Male,Almost every day,138
IC010Q06NA,Frequency of use outside of school: Using Social Networks for communication with teachers.,Male,Every day,107
IC010Q07TA,Frequency of use outside of school: Download\upload\browsing from school website (e.g. time table or course materials,Female,Never or hardly ever,712
IC010Q07TA,Frequency of use outside of school: Download\upload\browsing from school website (e.g. time table or course materials,Female,Once or twice a month,516
IC010Q07TA,Frequency of use outside of school: Download\upload\browsing from school website (e.g. time table or course materials,Female,Once or twice a week,368
IC010Q07TA,Frequency of use outside of school: Download\upload\browsing from school website (e.g. time table or course materials,Female,Almost every day,146
IC010Q07TA,Frequency of use outside of school: Download\upload\browsing from school website (e.g. time table or course materials,Female,Every day,77
IC010Q07TA,Frequency of use outside of school: Download\upload\browsing from school website (e.g. time table or course materials,Male,Never or hardly ever,651
IC010Q07TA,Frequency of use outside of school: Download\upload\browsing from school website (e.g. time table or course materials,Male,Once or twice a month,468
IC010Q07TA,Frequency of use outside of school: Download\upload\browsing from school website (e.g. time table or course materials,Male,Once or twice a week,375
IC010Q07TA,Frequency of use outside of school: Download\upload\browsing from school website (e.g. time table or course materials,Male,Almost every day,167
IC010Q07TA,Frequency of use outside of school: Download\upload\browsing from school website (e.g. time table or course materials,Male,Every day,107
IC010Q08TA,"Frequency of use outside of school: Checking the schools website for announcements, e.g. absence of teachers.",Female,Never or hardly ever,731
IC010Q08TA,"Frequency of use outside of school: Checking the schools website for announcements, e.g. absence of teachers.",Female,Once or twice a month,456
IC010Q08TA,"Frequency of use outside of school: Checking the schools website for announcements, e.g. absence of teachers.",Female,Once or twice a week,357
IC010Q08TA,"Frequency of use outside of school: Checking the schools website for announcements, e.g. absence of teachers.",Female,Almost every day,178
IC010Q08TA,"Frequency of use outside of school: Checking the schools website for announcements, e.g. absence of teachers.",Female,Every day,88
IC010Q08TA,"Frequency of use outside of school: Checking the schools website for announcements, e.g. absence of teachers.",Male,Never or hardly ever,677
IC010Q08TA,"Frequency of use outside of school: Checking the schools website for announcements, e.g. absence of teachers.",Male,Once or twice a month,396
IC010Q08TA,"Frequency of use outside of school: Checking the schools website for announcements, e.g. absence of teachers.",Male,Once or twice a week,374
IC010Q08TA,"Frequency of use outside of school: Checking the schools website for announcements, e.g. absence of teachers.",Male,Almost every day,201
IC010Q08TA,"Frequency of use outside of school: Checking the schools website for announcements, e.g. absence of teachers.",Male,Every day,116
IC010Q09NA,Frequency of use outside of school: Doing homework on a computer.,Female,Never or hardly ever,139
IC010Q09NA,Frequency of use outside of school: Doing homework on a computer.,Female,Once or twice a month,229
IC010Q09NA,Frequency of use outside of school: Doing homework on a computer.,Female,Once or twice a week,589
IC010Q09NA,Frequency of use outside of school: Doing homework on a computer.,Female,Almost every day,526
IC010Q09NA,Frequency of use outside of school: Doing homework on a computer.,Female,Every day,338
IC010Q09NA,Frequency of use outside of school: Doing homework on a computer.,Male,Never or hardly ever,201
IC010Q09NA,Frequency of use outside of school: Doing homework on a computer.,Male,Once or twice a month,293
IC010Q09NA,Frequency of use outside of school: Doing homework on a computer.,Male,Once or twice a week,580
IC010Q09NA,Frequency of use outside of school: Doing homework on a computer.,Male,Almost every day,467
IC010Q09NA,Frequency of use outside of school: Doing homework on a computer.,Male,Every day,243
IC010Q10NA,Frequency of use outside of school: Doing homework on a mobile device.,Female,Never or hardly ever,523
IC010Q10NA,Frequency of use outside of school: Doing homework on a mobile device.,Female,Once or twice a month,410
IC010Q10NA,Frequency of use outside of school: Doing homework on a mobile device.,Female,Once or twice a week,436
IC010Q10NA,Frequency of use outside of school: Doing homework on a mobile device.,Female,Almost every day,290
IC010Q10NA,Frequency of use outside of school: Doing homework on a mobile device.,Female,Every day,153
IC010Q10NA,Frequency of use outside of school: Doing homework on a mobile device.,Male,Never or hardly ever,634
IC010Q10NA,Frequency of use outside of school: Doing homework on a mobile device.,Male,Once or twice a month,355
IC010Q10NA,Frequency of use outside of school: Doing homework on a mobile device.,Male,Once or twice a week,425
IC010Q10NA,Frequency of use outside of school: Doing homework on a mobile device.,Male,Almost every day,229
IC010Q10NA,Frequency of use outside of school: Doing homework on a mobile device.,Male,Every day,120
IC010Q11NA,Frequency of use outside of school: Downloading learning apps on a mobile device.,Female,Never or hardly ever,878
IC010Q11NA,Frequency of use outside of school: Downloading learning apps on a mobile device.,Female,Once or twice a month,506
IC010Q11NA,Frequency of use outside of school: Downloading learning apps on a mobile device.,Female,Once or twice a week,216
IC010Q11NA,Frequency of use outside of school: Downloading learning apps on a mobile device.,Female,Almost every day,139
IC010Q11NA,Frequency of use outside of school: Downloading learning apps on a mobile device.,Female,Every day,78
IC010Q11NA,Frequency of use outside of school: Downloading learning apps on a mobile device.,Male,Never or hardly ever,902
IC010Q11NA,Frequency of use outside of school: Downloading learning apps on a mobile device.,Male,Once or twice a month,398
IC010Q11NA,Frequency of use outside of school: Downloading learning apps on a mobile device.,Male,Once or twice a week,245
IC010Q11NA,Frequency of use outside of school: Downloading learning apps on a mobile device.,Male,Almost every day,131
IC010Q11NA,Frequency of use outside of school: Downloading learning apps on a mobile device.,Male,Every day,102
IC010Q12NA,Frequency of use outside of school: Downloading science learning apps on a mobile device.,Female,Never or hardly ever,1296
IC010Q12NA,Frequency of use outside of school: Downloading science learning apps on a mobile device.,Female,Once or twice a month,250
IC010Q12NA,Frequency of use outside of school: Downloading science learning apps on a mobile device.,Female,Once or twice a week,119
IC010Q12NA,Frequency of use outside of school: Downloading science learning apps on a mobile device.,Female,Almost every day,97
IC010Q12NA,Frequency of use outside of school: Downloading science learning apps on a mobile device.,Female,Every day,53
IC010Q12NA,Frequency of use outside of school: Downloading science learning apps on a mobile device.,Male,Never or hardly ever,1067
IC010Q12NA,Frequency of use outside of school: Downloading science learning apps on a mobile device.,Male,Once or twice a month,289
IC010Q12NA,Frequency of use outside of school: Downloading science learning apps on a mobile device.,Male,Once or twice a week,208
IC010Q12NA,Frequency of use outside of school: Downloading science learning apps on a mobile device.,Male,Almost every day,113
IC010Q12NA,Frequency of use outside of school: Downloading science learning apps on a mobile device.,Male,Every day,91
IC011Q01TA,Frequency of use at school: <Chatting on line> at school.,Female,Never or hardly ever,648
IC011Q01TA,Frequency of use at school: <Chatting on line> at school.,Female,Once or twice a month,226
IC011Q01TA,Frequency of use at school: <Chatting on line> at school.,Female,Once or twice a week,333
IC011Q01TA,Frequency of use at school: <Chatting on line> at school.,Female,Almost every day,352
IC011Q01TA,Frequency of use at school: <Chatting on line> at school.,Female,Every day,279
IC011Q01TA,Frequency of use at school: <Chatting on line> at school.,Male,Never or hardly ever,741
IC011Q01TA,Frequency of use at school: <Chatting on line> at school.,Male,Once or twice a month,210
IC011Q01TA,Frequency of use at school: <Chatting on line> at school.,Male,Once or twice a week,336
IC011Q01TA,Frequency of use at school: <Chatting on line> at school.,Male,Almost every day,296
IC011Q01TA,Frequency of use at school: <Chatting on line> at school.,Male,Every day,213
IC011Q02TA,Frequency of use at school: Using email at school.,Female,Never or hardly ever,305
IC011Q02TA,Frequency of use at school: Using email at school.,Female,Once or twice a month,395
IC011Q02TA,Frequency of use at school: Using email at school.,Female,Once or twice a week,585
IC011Q02TA,Frequency of use at school: Using email at school.,Female,Almost every day,339
IC011Q02TA,Frequency of use at school: Using email at school.,Female,Every day,191
IC011Q02TA,Frequency of use at school: Using email at school.,Male,Never or hardly ever,492
IC011Q02TA,Frequency of use at school: Using email at school.,Male,Once or twice a month,371
IC011Q02TA,Frequency of use at school: Using email at school.,Male,Once or twice a week,511
IC011Q02TA,Frequency of use at school: Using email at school.,Male,Almost every day,255
IC011Q02TA,Frequency of use at school: Using email at school.,Male,Every day,147
IC011Q03TA,Frequency of use at school: Browsing the Internet for schoolwork.,Female,Never or hardly ever,169
IC011Q03TA,Frequency of use at school: Browsing the Internet for schoolwork.,Female,Once or twice a month,279
IC011Q03TA,Frequency of use at school: Browsing the Internet for schoolwork.,Female,Once or twice a week,643
IC011Q03TA,Frequency of use at school: Browsing the Internet for schoolwork.,Female,Almost every day,479
IC011Q03TA,Frequency of use at school: Browsing the Internet for schoolwork.,Female,Every day,238
IC011Q03TA,Frequency of use at school: Browsing the Internet for schoolwork.,Male,Never or hardly ever,280
IC011Q03TA,Frequency of use at school: Browsing the Internet for schoolwork.,Male,Once or twice a month,277
IC011Q03TA,Frequency of use at school: Browsing the Internet for schoolwork.,Male,Once or twice a week,624
IC011Q03TA,Frequency of use at school: Browsing the Internet for schoolwork.,Male,Almost every day,393
IC011Q03TA,Frequency of use at school: Browsing the Internet for schoolwork.,Male,Every day,200
IC011Q04TA,Frequency of use at school: Download\upload\browse schools web (e.g. <intranet>).,Female,Never or hardly ever,803
IC011Q04TA,Frequency of use at school: Download\upload\browse schools web (e.g. <intranet>).,Female,Once or twice a month,388
IC011Q04TA,Frequency of use at school: Download\upload\browse schools web (e.g. <intranet>).,Female,Once or twice a week,324
IC011Q04TA,Frequency of use at school: Download\upload\browse schools web (e.g. <intranet>).,Female,Almost every day,185
IC011Q04TA,Frequency of use at school: Download\upload\browse schools web (e.g. <intranet>).,Female,Every day,109
IC011Q04TA,Frequency of use at school: Download\upload\browse schools web (e.g. <intranet>).,Male,Never or hardly ever,756
IC011Q04TA,Frequency of use at school: Download\upload\browse schools web (e.g. <intranet>).,Male,Once or twice a month,341
IC011Q04TA,Frequency of use at school: Download\upload\browse schools web (e.g. <intranet>).,Male,Once or twice a week,371
IC011Q04TA,Frequency of use at school: Download\upload\browse schools web (e.g. <intranet>).,Male,Almost every day,196
IC011Q04TA,Frequency of use at school: Download\upload\browse schools web (e.g. <intranet>).,Male,Every day,115
IC011Q05TA,Frequency of use at school: Posting my work on the schools website.,Female,Never or hardly ever,1366
IC011Q05TA,Frequency of use at school: Posting my work on the schools website.,Female,Once or twice a month,186
IC011Q05TA,Frequency of use at school: Posting my work on the schools website.,Female,Once or twice a week,139
IC011Q05TA,Frequency of use at school: Posting my work on the schools website.,Female,Almost every day,80
IC011Q05TA,Frequency of use at school: Posting my work on the schools website.,Female,Every day,47
IC011Q05TA,Frequency of use at school: Posting my work on the schools website.,Male,Never or hardly ever,1173
IC011Q05TA,Frequency of use at school: Posting my work on the schools website.,Male,Once or twice a month,207
IC011Q05TA,Frequency of use at school: Posting my work on the schools website.,Male,Once or twice a week,229
IC011Q05TA,Frequency of use at school: Posting my work on the schools website.,Male,Almost every day,89
IC011Q05TA,Frequency of use at school: Posting my work on the schools website.,Male,Every day,77
IC011Q06TA,Frequency of use at school: Playing simulations at school.,Female,Never or hardly ever,1412
IC011Q06TA,Frequency of use at school: Playing simulations at school.,Female,Once or twice a month,186
IC011Q06TA,Frequency of use at school: Playing simulations at school.,Female,Once or twice a week,108
IC011Q06TA,Frequency of use at school: Playing simulations at school.,Female,Almost every day,55
IC011Q06TA,Frequency of use at school: Playing simulations at school.,Female,Every day,39
IC011Q06TA,Frequency of use at school: Playing simulations at school.,Male,Never or hardly ever,1129
IC011Q06TA,Frequency of use at school: Playing simulations at school.,Male,Once or twice a month,275
IC011Q06TA,Frequency of use at school: Playing simulations at school.,Male,Once or twice a week,200
IC011Q06TA,Frequency of use at school: Playing simulations at school.,Male,Almost every day,97
IC011Q06TA,Frequency of use at school: Playing simulations at school.,Male,Every day,69
IC011Q07TA,"Frequency of use at school: Practicing and drilling, foreign language learning or math.",Female,Never or hardly ever,1032
IC011Q07TA,"Frequency of use at school: Practicing and drilling, foreign language learning or math.",Female,Once or twice a month,343
IC011Q07TA,"Frequency of use at school: Practicing and drilling, foreign language learning or math.",Female,Once or twice a week,237
IC011Q07TA,"Frequency of use at school: Practicing and drilling, foreign language learning or math.",Female,Almost every day,119
IC011Q07TA,"Frequency of use at school: Practicing and drilling, foreign language learning or math.",Female,Every day,69
IC011Q07TA,"Frequency of use at school: Practicing and drilling, foreign language learning or math.",Male,Never or hardly ever,992
IC011Q07TA,"Frequency of use at school: Practicing and drilling, foreign language learning or math.",Male,Once or twice a month,275
IC011Q07TA,"Frequency of use at school: Practicing and drilling, foreign language learning or math.",Male,Once or twice a week,267
IC011Q07TA,"Frequency of use at school: Practicing and drilling, foreign language learning or math.",Male,Almost every day,147
IC011Q07TA,"Frequency of use at school: Practicing and drilling, foreign language learning or math.",Male,Every day,81
IC011Q08TA,Frequency of use at school: Doing homework on a school computer.,Female,Never or hardly ever,449
IC011Q08TA,Frequency of use at school: Doing homework on a school computer.,Female,Once or twice a month,571
IC011Q08TA,Frequency of use at school: Doing homework on a school computer.,Female,Once or twice a week,436
IC011Q08TA,Frequency of use at school: Doing homework on a school computer.,Female,Almost every day,241
IC011Q08TA,Frequency of use at school: Doing homework on a school computer.,Female,Every day,108
IC011Q08TA,Frequency of use at school: Doing homework on a school computer.,Male,Never or hardly ever,516
IC011Q08TA,Frequency of use at school: Doing homework on a school computer.,Male,Once or twice a month,487
IC011Q08TA,Frequency of use at school: Doing homework on a school computer.,Male,Once or twice a week,421
IC011Q08TA,Frequency of use at school: Doing homework on a school computer.,Male,Almost every day,227
IC011Q08TA,Frequency of use at school: Doing homework on a school computer.,Male,Every day,115
IC011Q09TA,Frequency of use at school: Using school computers for group work and communication with other students.,Female,Never or hardly ever,601
IC011Q09TA,Frequency of use at school: Using school computers for group work and communication with other students.,Female,Once or twice a month,575
IC011Q09TA,Frequency of use at school: Using school computers for group work and communication with other students.,Female,Once or twice a week,380
IC011Q09TA,Frequency of use at school: Using school computers for group work and communication with other students.,Female,Almost every day,163
IC011Q09TA,Frequency of use at school: Using school computers for group work and communication with other students.,Female,Every day,91
IC011Q09TA,Frequency of use at school: Using school computers for group work and communication with other students.,Male,Never or hardly ever,669
IC011Q09TA,Frequency of use at school: Using school computers for group work and communication with other students.,Male,Once or twice a month,443
IC011Q09TA,Frequency of use at school: Using school computers for group work and communication with other students.,Male,Once or twice a week,369
IC011Q09TA,Frequency of use at school: Using school computers for group work and communication with other students.,Male,Almost every day,176
IC011Q09TA,Frequency of use at school: Using school computers for group work and communication with other students.,Male,Every day,111
IC013Q01NA,I forget about time when I'm using digital devices.,Female,Strongly disagree,74
IC013Q01NA,I forget about time when I'm using digital devices.,Female,Disagree,459
IC013Q01NA,I forget about time when I'm using digital devices.,Female,Agree,918
IC013Q01NA,I forget about time when I'm using digital devices.,Female,Strongly agree,364
IC013Q01NA,I forget about time when I'm using digital devices.,Male,Strongly disagree,129
IC013Q01NA,I forget about time when I'm using digital devices.,Male,Disagree,505
IC013Q01NA,I forget about time when I'm using digital devices.,Male,Agree,838
IC013Q01NA,I forget about time when I'm using digital devices.,Male,Strongly agree,298
IC013Q04NA,"The Internet is a great resource for obtaining information I am interested in (e.g. news, sports, dictionary).",Female,Strongly disagree,26
IC013Q04NA,"The Internet is a great resource for obtaining information I am interested in (e.g. news, sports, dictionary).",Female,Disagree,81
IC013Q04NA,"The Internet is a great resource for obtaining information I am interested in (e.g. news, sports, dictionary).",Female,Agree,1018
IC013Q04NA,"The Internet is a great resource for obtaining information I am interested in (e.g. news, sports, dictionary).",Female,Strongly agree,678
IC013Q04NA,"The Internet is a great resource for obtaining information I am interested in (e.g. news, sports, dictionary).",Male,Strongly disagree,44
IC013Q04NA,"The Internet is a great resource for obtaining information I am interested in (e.g. news, sports, dictionary).",Male,Disagree,103
IC013Q04NA,"The Internet is a great resource for obtaining information I am interested in (e.g. news, sports, dictionary).",Male,Agree,883
IC013Q04NA,"The Internet is a great resource for obtaining information I am interested in (e.g. news, sports, dictionary).",Male,Strongly agree,737
IC013Q05NA,It is very useful to have Social Networks on the Internet.,Female,Strongly disagree,38
IC013Q05NA,It is very useful to have Social Networks on the Internet.,Female,Disagree,117
IC013Q05NA,It is very useful to have Social Networks on the Internet.,Female,Agree,1017
IC013Q05NA,It is very useful to have Social Networks on the Internet.,Female,Strongly agree,627
IC013Q05NA,It is very useful to have Social Networks on the Internet.,Male,Strongly disagree,59
IC013Q05NA,It is very useful to have Social Networks on the Internet.,Male,Disagree,169
IC013Q05NA,It is very useful to have Social Networks on the Internet.,Male,Agree,958
IC013Q05NA,It is very useful to have Social Networks on the Internet.,Male,Strongly agree,574
IC013Q11NA,I am really excited discovering new digital devices or applications.,Female,Strongly disagree,78
IC013Q11NA,I am really excited discovering new digital devices or applications.,Female,Disagree,521
IC013Q11NA,I am really excited discovering new digital devices or applications.,Female,Agree,860
IC013Q11NA,I am really excited discovering new digital devices or applications.,Female,Strongly agree,328
IC013Q11NA,I am really excited discovering new digital devices or applications.,Male,Strongly disagree,67
IC013Q11NA,I am really excited discovering new digital devices or applications.,Male,Disagree,341
IC013Q11NA,I am really excited discovering new digital devices or applications.,Male,Agree,942
IC013Q11NA,I am really excited discovering new digital devices or applications.,Male,Strongly agree,410
IC013Q12NA,I really feel bad if no Internet connection is possible.,Female,Strongly disagree,135
IC013Q12NA,I really feel bad if no Internet connection is possible.,Female,Disagree,571
IC013Q12NA,I really feel bad if no Internet connection is possible.,Female,Agree,737
IC013Q12NA,I really feel bad if no Internet connection is possible.,Female,Strongly agree,359
IC013Q12NA,I really feel bad if no Internet connection is possible.,Male,Strongly disagree,159
IC013Q12NA,I really feel bad if no Internet connection is possible.,Male,Disagree,592
IC013Q12NA,I really feel bad if no Internet connection is possible.,Male,Agree,653
IC013Q12NA,I really feel bad if no Internet connection is possible.,Male,Strongly agree,356
IC013Q13NA,I like using digital devices.,Female,Strongly disagree,26
IC013Q13NA,I like using digital devices.,Female,Disagree,59
IC013Q13NA,I like using digital devices.,Female,Agree,1012
IC013Q13NA,I like using digital devices.,Female,Strongly agree,708
IC013Q13NA,I like using digital devices.,Male,Strongly disagree,29
IC013Q13NA,I like using digital devices.,Male,Disagree,78
IC013Q13NA,I like using digital devices.,Male,Agree,928
IC013Q13NA,I like using digital devices.,Male,Strongly agree,724
IC014Q03NA,I feel comfortable using digital devices that I am less familiar with.,Female,Strongly disagree,58
IC014Q03NA,I feel comfortable using digital devices that I am less familiar with.,Female,Disagree,432
IC014Q03NA,I feel comfortable using digital devices that I am less familiar with.,Female,Agree,1020
IC014Q03NA,I feel comfortable using digital devices that I am less familiar with.,Female,Strongly agree,274
IC014Q03NA,I feel comfortable using digital devices that I am less familiar with.,Male,Strongly disagree,56
IC014Q03NA,I feel comfortable using digital devices that I am less familiar with.,Male,Disagree,312
IC014Q03NA,I feel comfortable using digital devices that I am less familiar with.,Male,Agree,1012
IC014Q03NA,I feel comfortable using digital devices that I am less familiar with.,Male,Strongly agree,375
IC014Q04NA,"If my friends and relatives want to buy new digital devices or applications, I can give them advice.",Female,Strongly disagree,77
IC014Q04NA,"If my friends and relatives want to buy new digital devices or applications, I can give them advice.",Female,Disagree,352
IC014Q04NA,"If my friends and relatives want to buy new digital devices or applications, I can give them advice.",Female,Agree,1032
IC014Q04NA,"If my friends and relatives want to buy new digital devices or applications, I can give them advice.",Female,Strongly agree,319
IC014Q04NA,"If my friends and relatives want to buy new digital devices or applications, I can give them advice.",Male,Strongly disagree,53
IC014Q04NA,"If my friends and relatives want to buy new digital devices or applications, I can give them advice.",Male,Disagree,256
IC014Q04NA,"If my friends and relatives want to buy new digital devices or applications, I can give them advice.",Male,Agree,1009
IC014Q04NA,"If my friends and relatives want to buy new digital devices or applications, I can give them advice.",Male,Strongly agree,434
IC014Q06NA,I feel comfortable using my digital devices at home.,Female,Strongly disagree,16
IC014Q06NA,I feel comfortable using my digital devices at home.,Female,Disagree,39
IC014Q06NA,I feel comfortable using my digital devices at home.,Female,Agree,876
IC014Q06NA,I feel comfortable using my digital devices at home.,Female,Strongly agree,846
IC014Q06NA,I feel comfortable using my digital devices at home.,Male,Strongly disagree,29
IC014Q06NA,I feel comfortable using my digital devices at home.,Male,Disagree,63
IC014Q06NA,I feel comfortable using my digital devices at home.,Male,Agree,821
IC014Q06NA,I feel comfortable using my digital devices at home.,Male,Strongly agree,833
